Ha_OII_OIII_Cont,OII_all_cross,OIII_all_cross,OII_all_cross_1,OIII_all_cross_1,Cont_all_cross,Ha,OII,OIII,Cont,Z_OII,Z_OIII
/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha_OII_OIII_Cont/Cl_14.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_14.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_14.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_14_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_14_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Shift7_all_cross/Cl_14.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha/Cl_14.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII/Cl_14.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII/Cl_14.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Cont/Cl_14.npy,0.624613956362009,0.5588366410695016
/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha_OII_OIII_Cont/Cl_15.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_15.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_15.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_15_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_15_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Shift7_all_cross/Cl_15.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha/Cl_15.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII/Cl_15.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII/Cl_15.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Cont/Cl_15.npy,1.0508078817278146,1.584606623928994
/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha_OII_OIII_Cont/Cl_16.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_16.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_16.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_16_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_16_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Shift7_all_cross/Cl_16.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha/Cl_16.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII/Cl_16.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII/Cl_16.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Cont/Cl_16.npy,1.1466118471696973,0.4698358793742955
/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha_OII_OIII_Cont/Cl_17.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_17.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_17.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_17_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_17_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Shift7_all_cross/Cl_17.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha/Cl_17.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII/Cl_17.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII/Cl_17.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Cont/Cl_17.npy,0.6617695262655615,1.5547194556333124
/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha_OII_OIII_Cont/Cl_18.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_18.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_18.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_18_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_18_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Shift7_all_cross/Cl_18.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha/Cl_18.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII/Cl_18.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII/Cl_18.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Cont/Cl_18.npy,0.13388483943417667,0.9722634265199303
/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha_OII_OIII_Cont/Cl_19.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_19.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_19.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_19_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_19_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Shift7_all_cross/Cl_19.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha/Cl_19.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII/Cl_19.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII/Cl_19.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Cont/Cl_19.npy,1.5408960209228098,1.0524117222055793
/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha_OII_OIII_Cont/Cl_20.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_20.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_20.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_20_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_20_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Shift7_all_cross/Cl_20.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha/Cl_20.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII/Cl_20.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII/Cl_20.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Cont/Cl_20.npy,1.8749867029488088,0.7821306482888758
/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha_OII_OIII_Cont/Cl_21.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_21.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_21.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_21_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_21_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Shift7_all_cross/Cl_21.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha/Cl_21.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII/Cl_21.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII/Cl_21.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Cont/Cl_21.npy,0.4085726056247949,1.3932034929282964
/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha_OII_OIII_Cont/Cl_22.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_22.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_22.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_22_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_22_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Shift7_all_cross/Cl_22.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha/Cl_22.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII/Cl_22.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII/Cl_22.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Cont/Cl_22.npy,0.8622303920798003,0.3354795029386878
/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha_OII_OIII_Cont/Cl_23.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_23.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_23.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_23_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_23_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Shift7_all_cross/Cl_23.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha/Cl_23.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII/Cl_23.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII/Cl_23.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Cont/Cl_23.npy,1.287727440800518,1.8399595031514764
/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha_OII_OIII_Cont/Cl_24.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_24.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_24.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_24_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_24_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Shift7_all_cross/Cl_24.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha/Cl_24.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII/Cl_24.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII/Cl_24.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Cont/Cl_24.npy,1.4126972662284971,0.877455350011587
/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha_OII_OIII_Cont/Cl_25.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_25.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_25.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII_all_cross/Cl_25_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII_all_cross/Cl_25_1.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Shift7_all_cross/Cl_25.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Ha/Cl_25.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OII/Cl_25.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/OIII/Cl_25.npy,/path/to/Cls_scattered_01_wCont/Cls_scattered_01_wCont/Cont/Cl_25.npy,0.978881468437612,1.2658719446510076
