Pk_int,Pk_true,Bk_int,f,Omega_m,Omega_b,h,n_s,sigma_8
/path/to/Pk_contaminated/inbox/latin_hypercube/10/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/10/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/10/0/Bk_6k_pyspectrum-dz.dat,0.041873757890374,0.1821,0.04809,0.5865,0.9565,0.8101
/path/to/Pk_contaminated/inbox/latin_hypercube/11/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/11/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/11/0/Bk_6k_pyspectrum-dz.dat,0.1006207817694237,0.4195000000000001,0.04627,0.7635000000000001,1.0415,0.8047
/path/to/Pk_contaminated/inbox/latin_hypercube/12/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/12/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/12/0/Bk_6k_pyspectrum-dz.dat,0.0655125005838934,0.1381,0.05945,0.5939,1.0353,0.8967
/path/to/Pk_contaminated/inbox/latin_hypercube/13/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/13/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/13/0/Bk_6k_pyspectrum-dz.dat,0.0563552926951989,0.2965,0.04883,0.7613000000000001,0.9025,0.9441
/path/to/Pk_contaminated/inbox/latin_hypercube/14/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/14/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/14/0/Bk_6k_pyspectrum-dz.dat,0.0249857914525318,0.1327,0.03307,0.7339,1.1413,0.6187
/path/to/Pk_contaminated/inbox/latin_hypercube/15/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/15/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/15/0/Bk_6k_pyspectrum-dz.dat,0.0884613182627469,0.4791000000000001,0.06759,0.8131,0.9573,0.7391
/path/to/Pk_contaminated/inbox/latin_hypercube/16/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/16/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/16/0/Bk_6k_pyspectrum-dz.dat,0.0737431906959037,0.2849,0.05533,0.5883,0.9703,0.9863
/path/to/Pk_contaminated/inbox/latin_hypercube/17/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/17/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/17/0/Bk_6k_pyspectrum-dz.dat,0.099913909996008,0.2475,0.04437,0.7861,0.9407,0.7411
/path/to/Pk_contaminated/inbox/latin_hypercube/18/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/18/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/18/0/Bk_6k_pyspectrum-dz.dat,0.0717911815295829,0.1131,0.05835,0.6561,0.9527,0.8183
/path/to/Pk_contaminated/inbox/latin_hypercube/19/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/19/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/19/0/Bk_6k_pyspectrum-dz.dat,0.0169044210585506,0.4751000000000001,0.06443,0.7669,1.1375,0.9131
/path/to/Pk_contaminated/inbox/latin_hypercube/20/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/20/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/20/0/Bk_6k_pyspectrum-dz.dat,0.0455023111398552,0.3959,0.03695,0.5009,1.0093,0.9751
/path/to/Pk_contaminated/inbox/latin_hypercube/21/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/21/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/21/0/Bk_6k_pyspectrum-dz.dat,0.0386579716649302,0.1767,0.05957,0.6473,0.9519,0.9037
/path/to/Pk_contaminated/inbox/latin_hypercube/22/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/22/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/22/0/Bk_6k_pyspectrum-dz.dat,0.0309371324337014,0.1251,0.06929,0.6597,0.8517,0.8089
/path/to/Pk_contaminated/inbox/latin_hypercube/23/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/23/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/23/0/Bk_6k_pyspectrum-dz.dat,0.0358525290664664,0.1551,0.04721,0.8879,0.9331,0.9117
/path/to/Pk_contaminated/inbox/latin_hypercube/24/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/24/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/24/0/Bk_6k_pyspectrum-dz.dat,0.0995754849157834,0.3924999999999999,0.03625,0.5513,0.9809,0.7975
/path/to/Pk_contaminated/inbox/latin_hypercube/25/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/25/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/25/0/Bk_6k_pyspectrum-dz.dat,0.0509815388008485,0.2433,0.05777,0.5645,1.1997,0.9237
/path/to/Pk_contaminated/inbox/latin_hypercube/26/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/26/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/26/0/Bk_6k_pyspectrum-dz.dat,0.0863127265975487,0.2205,0.05983,0.8213,0.9389,0.7497
/path/to/Pk_contaminated/inbox/latin_hypercube/27/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/27/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/27/0/Bk_6k_pyspectrum-dz.dat,0.0110318437158385,0.3409,0.04687,0.5857,0.9135,0.6376999999999999
/path/to/Pk_contaminated/inbox/latin_hypercube/28/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/28/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/28/0/Bk_6k_pyspectrum-dz.dat,0.1032109676673911,0.4035000000000001,0.06697,0.6655,1.1681,0.7843
/path/to/Pk_contaminated/inbox/latin_hypercube/29/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/29/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/29/0/Bk_6k_pyspectrum-dz.dat,0.0875039080296408,0.4093,0.05041,0.8465,0.8309000000000001,0.9793
/path/to/Pk_contaminated/inbox/latin_hypercube/30/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/30/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/30/0/Bk_6k_pyspectrum-dz.dat,0.082720107631166,0.1931,0.06181,0.8337,1.0579,0.6263
/path/to/Pk_contaminated/inbox/latin_hypercube/31/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/31/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/31/0/Bk_6k_pyspectrum-dz.dat,0.0139746146341061,0.4083,0.03347,0.6471,1.1835,0.9961
/path/to/Pk_contaminated/inbox/latin_hypercube/32/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/32/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/32/0/Bk_6k_pyspectrum-dz.dat,0.0760549348624039,0.3211,0.06893,0.5043,0.8627,0.9241
/path/to/Pk_contaminated/inbox/latin_hypercube/33/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/33/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/33/0/Bk_6k_pyspectrum-dz.dat,0.0719939576159541,0.3507,0.04683,0.8961000000000001,1.0289,0.9049
/path/to/Pk_contaminated/inbox/latin_hypercube/34/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/34/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/34/0/Bk_6k_pyspectrum-dz.dat,0.0588455770207039,0.2311,0.05531,0.8569,0.8659,0.8641
/path/to/Pk_contaminated/inbox/latin_hypercube/35/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/35/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/35/0/Bk_6k_pyspectrum-dz.dat,0.0299846234421323,0.1729,0.05025,0.5325,0.9745,0.9405
/path/to/Pk_contaminated/inbox/latin_hypercube/36/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/36/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/36/0/Bk_6k_pyspectrum-dz.dat,0.0967506375991863,0.3779,0.04379,0.7925,0.9955,0.7875
/path/to/Pk_contaminated/inbox/latin_hypercube/37/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/37/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/37/0/Bk_6k_pyspectrum-dz.dat,0.0329700383536098,0.4655,0.06045,0.6013,1.1437,0.7933
/path/to/Pk_contaminated/inbox/latin_hypercube/38/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/38/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/38/0/Bk_6k_pyspectrum-dz.dat,0.0475713290985694,0.3889,0.03627,0.6275,0.9513,0.9137
/path/to/Pk_contaminated/inbox/latin_hypercube/39/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/39/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/39/0/Bk_6k_pyspectrum-dz.dat,0.0352595112198838,0.3363,0.04133,0.8693,1.0869,0.9593
/path/to/Pk_contaminated/inbox/latin_hypercube/40/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/40/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/40/0/Bk_6k_pyspectrum-dz.dat,0.0604562712782036,0.4275000000000001,0.04703,0.5823,1.1043,0.9403
/path/to/Pk_contaminated/inbox/latin_hypercube/41/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/41/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/41/0/Bk_6k_pyspectrum-dz.dat,0.0807692217734041,0.3747,0.05499,0.5585,1.1007,0.9293
/path/to/Pk_contaminated/inbox/latin_hypercube/42/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/42/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/42/0/Bk_6k_pyspectrum-dz.dat,0.0524399832415693,0.1315,0.05027,0.5607,1.0309,0.8747
/path/to/Pk_contaminated/inbox/latin_hypercube/43/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/43/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/43/0/Bk_6k_pyspectrum-dz.dat,0.1036432580537145,0.1749,0.04751,0.8931,1.0089,0.8759
/path/to/Pk_contaminated/inbox/latin_hypercube/44/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/44/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/44/0/Bk_6k_pyspectrum-dz.dat,0.0613601403694776,0.3613,0.03909,0.8951,0.9393,0.8379
/path/to/Pk_contaminated/inbox/latin_hypercube/45/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/45/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/45/0/Bk_6k_pyspectrum-dz.dat,0.1069598863586286,0.2115,0.06065,0.8225,0.9273,0.8087
/path/to/Pk_contaminated/inbox/latin_hypercube/46/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/46/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/46/0/Bk_6k_pyspectrum-dz.dat,0.1078268252865977,0.4435,0.04551,0.8487,0.8725,0.7351
/path/to/Pk_contaminated/inbox/latin_hypercube/47/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/47/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/47/0/Bk_6k_pyspectrum-dz.dat,0.0559247940914783,0.2791,0.04967,0.5755,0.9601,0.7955
/path/to/Pk_contaminated/inbox/latin_hypercube/48/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/48/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/48/0/Bk_6k_pyspectrum-dz.dat,0.0738805420345068,0.4705,0.06865,0.7573000000000001,0.9833,0.6703
/path/to/Pk_contaminated/inbox/latin_hypercube/49/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/49/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/49/0/Bk_6k_pyspectrum-dz.dat,0.0892582279548567,0.3915,0.05877,0.6241,0.9763,0.7073
/path/to/Pk_contaminated/inbox/latin_hypercube/50/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/50/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/50/0/Bk_6k_pyspectrum-dz.dat,0.0133811509661124,0.2053,0.05387,0.8221,0.8977,0.8727
/path/to/Pk_contaminated/inbox/latin_hypercube/51/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/51/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/51/0/Bk_6k_pyspectrum-dz.dat,0.0613191817232992,0.3485,0.05107,0.7283000000000001,1.1187,0.7655000000000001
/path/to/Pk_contaminated/inbox/latin_hypercube/52/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/52/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/52/0/Bk_6k_pyspectrum-dz.dat,0.0291223661975123,0.4267000000000001,0.04623,0.6405000000000001,0.9515,0.9419
/path/to/Pk_contaminated/inbox/latin_hypercube/53/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/53/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/53/0/Bk_6k_pyspectrum-dz.dat,0.0231012654885023,0.2917,0.06289,0.7935000000000001,0.8467,0.8459
/path/to/Pk_contaminated/inbox/latin_hypercube/54/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/54/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/54/0/Bk_6k_pyspectrum-dz.dat,0.1095657291696272,0.2189,0.04859,0.8157000000000001,0.8663000000000001,0.8599
/path/to/Pk_contaminated/inbox/latin_hypercube/55/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/55/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/55/0/Bk_6k_pyspectrum-dz.dat,0.0832072687412543,0.1765,0.05935,0.7871,1.1999,0.9797
/path/to/Pk_contaminated/inbox/latin_hypercube/56/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/56/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/56/0/Bk_6k_pyspectrum-dz.dat,0.0721561614054602,0.4255,0.06925,0.7373000000000001,1.1381,0.8501000000000001
/path/to/Pk_contaminated/inbox/latin_hypercube/57/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/57/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/57/0/Bk_6k_pyspectrum-dz.dat,0.0425360333947892,0.3701,0.03555,0.8955,1.1551,0.7131000000000001
/path/to/Pk_contaminated/inbox/latin_hypercube/58/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/58/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/58/0/Bk_6k_pyspectrum-dz.dat,0.0261460718605819,0.2449,0.04145,0.6363,1.0723,0.8665
/path/to/Pk_contaminated/inbox/latin_hypercube/59/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/59/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/59/0/Bk_6k_pyspectrum-dz.dat,0.0917558234849053,0.2641,0.04791,0.7859,1.1137,0.9015
/path/to/Pk_contaminated/inbox/latin_hypercube/60/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/60/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/60/0/Bk_6k_pyspectrum-dz.dat,0.0167685219983279,0.2815,0.03729,0.7001000000000001,0.9263,0.9461
/path/to/Pk_contaminated/inbox/latin_hypercube/61/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/61/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/61/0/Bk_6k_pyspectrum-dz.dat,0.0817250863178466,0.4126999999999999,0.03965,0.7769,0.8043,0.8627
/path/to/Pk_contaminated/inbox/latin_hypercube/62/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/62/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/62/0/Bk_6k_pyspectrum-dz.dat,0.0127762803397142,0.4219,0.06909,0.7133,0.8493,0.9451
/path/to/Pk_contaminated/inbox/latin_hypercube/63/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/63/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/63/0/Bk_6k_pyspectrum-dz.dat,0.1085990367449864,0.3449,0.03455,0.6085,1.1029,0.8573
/path/to/Pk_contaminated/inbox/latin_hypercube/64/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/64/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/64/0/Bk_6k_pyspectrum-dz.dat,0.0186020504735313,0.3457,0.06299,0.6503,0.8085,0.9007000000000001
/path/to/Pk_contaminated/inbox/latin_hypercube/65/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/65/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/65/0/Bk_6k_pyspectrum-dz.dat,0.0839668887300064,0.2512999999999999,0.04203,0.7591000000000001,1.0917,0.8153
/path/to/Pk_contaminated/inbox/latin_hypercube/66/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/66/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/66/0/Bk_6k_pyspectrum-dz.dat,0.0414606218562555,0.2891,0.04827,0.6573,1.0513,0.7891
/path/to/Pk_contaminated/inbox/latin_hypercube/67/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/67/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/67/0/Bk_6k_pyspectrum-dz.dat,0.0439101692010779,0.4693,0.06319,0.6769000000000001,0.9713,0.6386999999999999
/path/to/Pk_contaminated/inbox/latin_hypercube/68/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/68/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/68/0/Bk_6k_pyspectrum-dz.dat,0.1094393518413182,0.3602999999999999,0.04305,0.5125,1.1932999999999998,0.7861
/path/to/Pk_contaminated/inbox/latin_hypercube/69/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/69/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/69/0/Bk_6k_pyspectrum-dz.dat,0.0876035947774454,0.2996999999999999,0.04465,0.8051,0.9701,0.8709
/path/to/Pk_contaminated/inbox/latin_hypercube/70/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/70/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/70/0/Bk_6k_pyspectrum-dz.dat,0.0397194633097008,0.2001,0.03463,0.7241,0.9917,0.7775
/path/to/Pk_contaminated/inbox/latin_hypercube/71/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/71/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/71/0/Bk_6k_pyspectrum-dz.dat,0.014735125147611,0.1543,0.06701,0.5909,1.0521,0.9569
/path/to/Pk_contaminated/inbox/latin_hypercube/72/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/72/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/72/0/Bk_6k_pyspectrum-dz.dat,0.0943050421746489,0.3855,0.0313499999999999,0.5011,0.9913,0.6399
/path/to/Pk_contaminated/inbox/latin_hypercube/73/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/73/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/73/0/Bk_6k_pyspectrum-dz.dat,0.0365185381813926,0.2297,0.06203,0.8615,0.8335,0.6809
/path/to/Pk_contaminated/inbox/latin_hypercube/74/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/74/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/74/0/Bk_6k_pyspectrum-dz.dat,0.0257099169051381,0.1777,0.05927,0.7081,0.8723000000000001,0.8357
/path/to/Pk_contaminated/inbox/latin_hypercube/75/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/75/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/75/0/Bk_6k_pyspectrum-dz.dat,0.042334109095662,0.1587,0.06821,0.6579,1.0117,0.7005
/path/to/Pk_contaminated/inbox/latin_hypercube/76/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/76/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/76/0/Bk_6k_pyspectrum-dz.dat,0.0376412446925804,0.4249,0.05893,0.8753,1.0741,0.9859
/path/to/Pk_contaminated/inbox/latin_hypercube/77/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/77/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/77/0/Bk_6k_pyspectrum-dz.dat,0.0918080710168688,0.2813,0.04325,0.7973,1.0693,0.7651
/path/to/Pk_contaminated/inbox/latin_hypercube/78/0/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/78/0/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/78/0/Bk_6k_pyspectrum-dz.dat,0.0579599971583004,0.2807,0.03783,0.5809,1.0799,0.9695
