Pk_int,Bk_int,Pk_true,f
/path/to/Pk_contaminated/outbox/fiducial/7/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/7/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/7/Pk_pylians-no-dz.dat,0.0477080094045181
/path/to/Pk_contaminated/outbox/fiducial/507/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/507/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/507/Pk_pylians-no-dz.dat,0.069145565045391
/path/to/Pk_contaminated/outbox/fiducial/8/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/8/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/8/Pk_pylians-no-dz.dat,0.0477080094045181
/path/to/Pk_contaminated/outbox/fiducial/508/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/508/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/508/Pk_pylians-no-dz.dat,0.069145565045391
/path/to/Pk_contaminated/outbox/fiducial/9/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/9/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/9/Pk_pylians-no-dz.dat,0.0477080094045181
/path/to/Pk_contaminated/outbox/fiducial/509/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/509/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/509/Pk_pylians-no-dz.dat,0.069145565045391
/path/to/Pk_contaminated/outbox/fiducial/10/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/10/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/10/Pk_pylians-no-dz.dat,0.0551544045042385
/path/to/Pk_contaminated/outbox/fiducial/510/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/510/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/510/Pk_pylians-no-dz.dat,0.0477080094045181
/path/to/Pk_contaminated/outbox/fiducial/11/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/11/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/11/Pk_pylians-no-dz.dat,0.0551544045042385
/path/to/Pk_contaminated/outbox/fiducial/511/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/511/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/511/Pk_pylians-no-dz.dat,0.0477080094045181
/path/to/Pk_contaminated/outbox/fiducial/12/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/12/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/12/Pk_pylians-no-dz.dat,0.0551544045042385
/path/to/Pk_contaminated/outbox/fiducial/512/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/512/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/512/Pk_pylians-no-dz.dat,0.0477080094045181
/path/to/Pk_contaminated/outbox/fiducial/13/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/13/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/13/Pk_pylians-no-dz.dat,0.0551544045042385
/path/to/Pk_contaminated/outbox/fiducial/513/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/513/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/513/Pk_pylians-no-dz.dat,0.0477080094045181
/path/to/Pk_contaminated/outbox/fiducial/14/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/14/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/14/Pk_pylians-no-dz.dat,0.0551544045042385
/path/to/Pk_contaminated/outbox/fiducial/514/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/514/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/514/Pk_pylians-no-dz.dat,0.0477080094045181
/path/to/Pk_contaminated/outbox/fiducial/15/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/15/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/15/Pk_pylians-no-dz.dat,0.0525320730638201
/path/to/Pk_contaminated/outbox/fiducial/515/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/515/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/515/Pk_pylians-no-dz.dat,0.0551544045042385
/path/to/Pk_contaminated/outbox/fiducial/16/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/16/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/16/Pk_pylians-no-dz.dat,0.0525320730638201
/path/to/Pk_contaminated/outbox/fiducial/516/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/516/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/516/Pk_pylians-no-dz.dat,0.0551544045042385
/path/to/Pk_contaminated/outbox/fiducial/17/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/17/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/17/Pk_pylians-no-dz.dat,0.0525320730638201
/path/to/Pk_contaminated/outbox/fiducial/517/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/517/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/517/Pk_pylians-no-dz.dat,0.0551544045042385
/path/to/Pk_contaminated/outbox/fiducial/18/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/18/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/18/Pk_pylians-no-dz.dat,0.0525320730638201
/path/to/Pk_contaminated/outbox/fiducial/518/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/518/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/518/Pk_pylians-no-dz.dat,0.0551544045042385
/path/to/Pk_contaminated/outbox/fiducial/19/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/19/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/19/Pk_pylians-no-dz.dat,0.0525320730638201
/path/to/Pk_contaminated/outbox/fiducial/519/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/519/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/519/Pk_pylians-no-dz.dat,0.0551544045042385
/path/to/Pk_contaminated/outbox/fiducial/20/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/20/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/20/Pk_pylians-no-dz.dat,0.1037213768249803
/path/to/Pk_contaminated/outbox/fiducial/520/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/520/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/520/Pk_pylians-no-dz.dat,0.0525320730638201
/path/to/Pk_contaminated/outbox/fiducial/21/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/21/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/21/Pk_pylians-no-dz.dat,0.1037213768249803
/path/to/Pk_contaminated/outbox/fiducial/521/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/521/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/521/Pk_pylians-no-dz.dat,0.0525320730638201
/path/to/Pk_contaminated/outbox/fiducial/22/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/22/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/22/Pk_pylians-no-dz.dat,0.1037213768249803
/path/to/Pk_contaminated/outbox/fiducial/522/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/522/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/522/Pk_pylians-no-dz.dat,0.0525320730638201
/path/to/Pk_contaminated/outbox/fiducial/23/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/23/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/23/Pk_pylians-no-dz.dat,0.1037213768249803
/path/to/Pk_contaminated/outbox/fiducial/523/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/523/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/523/Pk_pylians-no-dz.dat,0.0525320730638201
/path/to/Pk_contaminated/outbox/fiducial/24/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/24/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/24/Pk_pylians-no-dz.dat,0.1037213768249803
/path/to/Pk_contaminated/outbox/fiducial/524/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/524/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/524/Pk_pylians-no-dz.dat,0.0525320730638201
/path/to/Pk_contaminated/outbox/fiducial/25/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/25/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/25/Pk_pylians-no-dz.dat,0.0337402502157636
/path/to/Pk_contaminated/outbox/fiducial/525/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/525/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/525/Pk_pylians-no-dz.dat,0.1037213768249803
/path/to/Pk_contaminated/outbox/fiducial/26/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/26/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/26/Pk_pylians-no-dz.dat,0.0337402502157636
/path/to/Pk_contaminated/outbox/fiducial/526/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/526/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/526/Pk_pylians-no-dz.dat,0.1037213768249803
/path/to/Pk_contaminated/outbox/fiducial/27/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/27/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/27/Pk_pylians-no-dz.dat,0.0337402502157636
/path/to/Pk_contaminated/outbox/fiducial/527/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/527/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/527/Pk_pylians-no-dz.dat,0.1037213768249803
/path/to/Pk_contaminated/outbox/fiducial/28/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/28/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/28/Pk_pylians-no-dz.dat,0.0337402502157636
/path/to/Pk_contaminated/outbox/fiducial/528/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/528/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/528/Pk_pylians-no-dz.dat,0.1037213768249803
/path/to/Pk_contaminated/outbox/fiducial/29/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/29/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/29/Pk_pylians-no-dz.dat,0.0337402502157636
/path/to/Pk_contaminated/outbox/fiducial/529/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/529/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/529/Pk_pylians-no-dz.dat,0.1037213768249803
/path/to/Pk_contaminated/outbox/fiducial/30/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/30/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/30/Pk_pylians-no-dz.dat,0.0627948261060846
/path/to/Pk_contaminated/outbox/fiducial/530/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/530/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/530/Pk_pylians-no-dz.dat,0.0337402502157636
/path/to/Pk_contaminated/outbox/fiducial/31/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/31/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/31/Pk_pylians-no-dz.dat,0.0627948261060846
/path/to/Pk_contaminated/outbox/fiducial/531/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/531/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/531/Pk_pylians-no-dz.dat,0.0337402502157636
/path/to/Pk_contaminated/outbox/fiducial/32/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/32/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/32/Pk_pylians-no-dz.dat,0.0627948261060846
/path/to/Pk_contaminated/outbox/fiducial/532/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/532/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/532/Pk_pylians-no-dz.dat,0.0337402502157636
/path/to/Pk_contaminated/outbox/fiducial/33/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/33/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/33/Pk_pylians-no-dz.dat,0.0627948261060846
/path/to/Pk_contaminated/outbox/fiducial/533/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/533/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/533/Pk_pylians-no-dz.dat,0.0337402502157636
/path/to/Pk_contaminated/outbox/fiducial/34/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/34/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/34/Pk_pylians-no-dz.dat,0.0627948261060846
/path/to/Pk_contaminated/outbox/fiducial/534/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/534/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/534/Pk_pylians-no-dz.dat,0.0337402502157636
/path/to/Pk_contaminated/outbox/fiducial/35/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/35/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/35/Pk_pylians-no-dz.dat,0.0500411391465769
/path/to/Pk_contaminated/outbox/fiducial/535/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/535/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/535/Pk_pylians-no-dz.dat,0.0627948261060846
/path/to/Pk_contaminated/outbox/fiducial/36/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/36/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/36/Pk_pylians-no-dz.dat,0.0500411391465769
/path/to/Pk_contaminated/outbox/fiducial/536/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/536/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/536/Pk_pylians-no-dz.dat,0.0627948261060846
/path/to/Pk_contaminated/outbox/fiducial/37/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/37/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/37/Pk_pylians-no-dz.dat,0.0500411391465769
/path/to/Pk_contaminated/outbox/fiducial/537/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/537/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/537/Pk_pylians-no-dz.dat,0.0627948261060846
/path/to/Pk_contaminated/outbox/fiducial/38/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/38/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/38/Pk_pylians-no-dz.dat,0.0500411391465769
/path/to/Pk_contaminated/outbox/fiducial/538/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/538/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/538/Pk_pylians-no-dz.dat,0.0627948261060846
/path/to/Pk_contaminated/outbox/fiducial/39/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/39/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/39/Pk_pylians-no-dz.dat,0.0500411391465769
/path/to/Pk_contaminated/outbox/fiducial/539/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/539/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/539/Pk_pylians-no-dz.dat,0.0627948261060846
/path/to/Pk_contaminated/outbox/fiducial/40/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/40/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/40/Pk_pylians-no-dz.dat,0.0766707788766279
/path/to/Pk_contaminated/outbox/fiducial/540/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/540/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/540/Pk_pylians-no-dz.dat,0.0500411391465769
/path/to/Pk_contaminated/outbox/fiducial/41/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/41/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/41/Pk_pylians-no-dz.dat,0.0766707788766279
/path/to/Pk_contaminated/outbox/fiducial/541/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/541/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/541/Pk_pylians-no-dz.dat,0.0500411391465769
/path/to/Pk_contaminated/outbox/fiducial/42/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/42/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/42/Pk_pylians-no-dz.dat,0.0766707788766279
/path/to/Pk_contaminated/outbox/fiducial/542/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/542/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/542/Pk_pylians-no-dz.dat,0.0500411391465769
/path/to/Pk_contaminated/outbox/fiducial/43/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/43/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/43/Pk_pylians-no-dz.dat,0.0766707788766279
/path/to/Pk_contaminated/outbox/fiducial/543/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/543/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/543/Pk_pylians-no-dz.dat,0.0500411391465769
/path/to/Pk_contaminated/outbox/fiducial/44/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/44/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/44/Pk_pylians-no-dz.dat,0.0766707788766279
/path/to/Pk_contaminated/outbox/fiducial/544/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/544/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/544/Pk_pylians-no-dz.dat,0.0500411391465769
/path/to/Pk_contaminated/outbox/fiducial/45/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/45/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/45/Pk_pylians-no-dz.dat,0.0485135954972712
/path/to/Pk_contaminated/outbox/fiducial/545/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/545/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/545/Pk_pylians-no-dz.dat,0.0766707788766279
/path/to/Pk_contaminated/outbox/fiducial/46/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/46/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/46/Pk_pylians-no-dz.dat,0.0485135954972712
/path/to/Pk_contaminated/outbox/fiducial/546/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/546/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/546/Pk_pylians-no-dz.dat,0.0766707788766279
/path/to/Pk_contaminated/outbox/fiducial/47/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/47/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/47/Pk_pylians-no-dz.dat,0.0485135954972712
/path/to/Pk_contaminated/outbox/fiducial/547/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/547/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/547/Pk_pylians-no-dz.dat,0.0766707788766279
/path/to/Pk_contaminated/outbox/fiducial/48/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/48/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/48/Pk_pylians-no-dz.dat,0.0485135954972712
/path/to/Pk_contaminated/outbox/fiducial/548/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/548/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/548/Pk_pylians-no-dz.dat,0.0766707788766279
/path/to/Pk_contaminated/outbox/fiducial/49/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/49/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/49/Pk_pylians-no-dz.dat,0.0485135954972712
/path/to/Pk_contaminated/outbox/fiducial/549/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/549/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/549/Pk_pylians-no-dz.dat,0.0766707788766279
/path/to/Pk_contaminated/outbox/fiducial/50/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/50/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/50/Pk_pylians-no-dz.dat,0.0251144676721621
/path/to/Pk_contaminated/outbox/fiducial/550/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/550/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/550/Pk_pylians-no-dz.dat,0.0485135954972712
/path/to/Pk_contaminated/outbox/fiducial/51/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/51/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/51/Pk_pylians-no-dz.dat,0.0251144676721621
/path/to/Pk_contaminated/outbox/fiducial/551/Pk_pylians-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/551/Bk_6k_pyspectrum-dz.dat,/path/to/Pk_contaminated/outbox/fiducial/551/Pk_pylians-no-dz.dat,0.0485135954972712
